country.iso,country.name,num_u,num_contrib,gini,pr_total,particip_lower,particip_upper,var,pr_questions,pr_answers,pr_comments,pr_editions,IDV,GNI,Internet,English,WVS
AUS,Australia,12313,729859,0.8989257395,0.7777958256,0.7703667928,0.7850515767,0.0146847839,0.589783156,0.6133354991,0.3339559815,0.1469991066,90,59570,79.5,69,1.75
USA,United States,130197,7396591,0.903667888,0.7563615137,0.7540222045,0.7586856954,0.004663490899,0.5775785924,0.5888845365,0.3199996928,0.132261112,91,50120,77.9,68.1,1.76
UKR,Ukraine,5530,163159,0.8837821208,0.6936708861,0.6813904742,0.7056824147,0.02429194044,0.5054249548,0.5415913201,0.264556962,0.09132007233,NA,3500,28.7,48.5,-0.83
LKA,Sri Lanka,1877,53537,0.8668126283,0.7426744806,0.722416001,0.7619416761,0.03952567508,0.6142781034,0.5332978157,0.2338838572,0.1070857752,NA,2920,15,46.37,NA
BLR,Belarus,1580,56880,0.891180856,0.6810126582,0.6576155272,0.7035317308,0.04591620367,0.4810126582,0.5525316456,0.264556962,0.1006329114,NA,6530,39.6,NA,NA
NPL,Nepal,1074,33095,0.8999439006,0.6741154562,0.6455066084,0.7014831989,0.0559765905,0.5800744879,0.4655493482,0.2216014898,0.104283054,NA,700,9,NA,NA
KEN,Kenya,679,7134,0.8536378924,0.6200294551,0.5829422532,0.6557661583,0.07282390509,0.4860088365,0.4197349043,0.1443298969,0.058910162,NA,850,28,NA,NA
TUN,Tunisia,634,9465,0.8662228932,0.643533123,0.6054891272,0.679848236,0.07435910873,0.5331230284,0.4132492114,0.1545741325,0.07570977918,NA,4150,39.1,NA,NA
JOR,Jordan,550,12028,0.8574293316,0.6981818182,0.6585518132,0.7350626346,0.07651082137,0.5672727273,0.5072727273,0.2236363636,0.08545454545,NA,4720,34.9,47.82,-1.05
DOM,Dominican Republic,359,7380,0.8748148651,0.651810585,0.6011587137,0.6992479718,0.09808925802,0.4456824513,0.5292479109,0.208913649,0.09192200557,NA,5470,38.6,53.66,0.33
ISL,Iceland,336,8565,0.8599119478,0.744047619,0.6948100489,0.7877679172,0.09295786833,0.5625,0.5654761905,0.2827380952,0.09226190476,NA,38710,95,NA,1.63
ARM,Armenia,324,16462,0.9016005436,0.7067901235,0.6550298094,0.7537043405,0.09867453112,0.6080246914,0.4969135802,0.2685185185,0.1265432099,NA,3720,32,NA,NA
MKD,"Macedonia, the former Yugoslav Republic of",315,8550,0.8797653393,0.7238095238,0.6719620959,0.7702639575,0.0983018616,0.619047619,0.473015873,0.2317460317,0.08571428571,NA,4700,91,NA,-0.72
KAZ,Kazakhstan,311,4495,0.8648222927,0.6688102894,0.614723134,0.7187780523,0.1040549183,0.5305466238,0.4437299035,0.1672025723,0.05466237942,NA,9750,50.6,42.97,NA
BIH,Bosnia and Herzegovina,291,10398,0.8749277055,0.7079037801,0.6532200227,0.7571700238,0.1039500011,0.5463917526,0.5395189003,0.2577319588,0.1030927835,NA,4650,60,NA,NA
DZA,Algeria,288,5573,0.8810740525,0.6423611111,0.5854649552,0.6955095175,0.1100445623,0.5069444444,0.4444444444,0.1944444444,0.08680555556,NA,4110,14,38.51,NA
MDA,"Moldova, Republic of",276,10647,0.8917287036,0.6992753623,0.6427422624,0.7503374495,0.1075951871,0.5471014493,0.5217391304,0.268115942,0.1014492754,NA,2250,38,NA,-1.28
KHM,Cambodia,246,7680,0.9398151677,0.5894308943,0.527040966,0.6490707179,0.1220297519,0.5203252033,0.3048780488,0.1544715447,0.05691056911,NA,880,3.1,38.25,NA
MMR,Myanmar,238,4358,0.8757081538,0.6134453782,0.5502441172,0.6730426602,0.122798543,0.5420168067,0.3949579832,0.1680672269,0.07142857143,NA,NA,1,NA,NA
SYR,Syrian Arab Republic,237,7011,0.8829055246,0.6751054852,0.6130987008,0.7315263501,0.1184276492,0.5780590717,0.4261603376,0.2278481013,0.1139240506,NA,2610,22.5,NA,NA
PRI,Puerto Rico,206,1992,0.8339523141,0.6990291262,0.6332186628,0.7575525435,0.1243338807,0.5631067961,0.4126213592,0.1504854369,0.04854368932,NA,18000,48,NA,1.12
UGA,Uganda,193,2024,0.8718333367,0.5699481865,0.4994075887,0.6377586372,0.1383510485,0.4870466321,0.3367875648,0.1295336788,0.0310880829,NA,440,13,NA,-0.5
BOL,"Bolivia, Plurinational State of",187,3617,0.8985494819,0.7165775401,0.6481313813,0.7763046951,0.1281733138,0.5401069519,0.5026737968,0.1604278075,0.05882352941,NA,2220,30,NA,NA
AZE,Azerbaijan,184,3572,0.8858147914,0.6032608696,0.5311560317,0.6711422269,0.1399861952,0.4945652174,0.3967391304,0.2173913043,0.07608695652,NA,6030,50,NA,NA
CYP,Cyprus,177,8919,0.9092073482,0.7175141243,0.6471147396,0.7786725799,0.1315578402,0.5480225989,0.5423728814,0.2146892655,0.1016949153,NA,26000,57.7,NA,0.13
GEO,Georgia,167,7261,0.8368290275,0.7305389222,0.6586229342,0.7920873356,0.1334644013,0.5868263473,0.5628742515,0.3353293413,0.119760479,NA,3280,36.6,NA,-1.31
PRY,Paraguay,154,5091,0.916252771,0.6298701299,0.5513179678,0.702100876,0.1507829082,0.5,0.4220779221,0.2077922078,0.08441558442,NA,3290,23.9,NA,NA
UZB,Uzbekistan,149,3456,0.8411710788,0.6711409396,0.5922355116,0.7414435856,0.149208074,0.5167785235,0.4697986577,0.255033557,0.1073825503,NA,1720,30.2,NA,NA
ALB,Albania,142,4775,0.9084271071,0.6197183099,0.5377143282,0.6954155395,0.1577012113,0.485915493,0.4507042254,0.2112676056,0.07042253521,NA,4090,49,NA,-1.14
CUB,Cuba,140,7270,0.8945922578,0.7357142857,0.6570842796,0.8017542259,0.1446699463,0.6285714286,0.5071428571,0.2571428571,0.1642857143,NA,NA,23.2,NA,NA
PSE,"Palestine, State of",136,3399,0.8954774761,0.6470588235,0.5637110471,0.7223271588,0.1586161117,0.5367647059,0.4264705882,0.1764705882,0.06617647059,NA,NA,41.1,NA,NA
MNG,Mongolia,127,865,0.8085931455,0.5826771654,0.4957210098,0.6647785764,0.1690575666,0.5039370079,0.3385826772,0.1417322835,0.02362204724,NA,3160,12.5,NA,NA
MUS,Mauritius,114,6411,0.9426958052,0.6842105263,0.5940657059,0.7623453605,0.1682796546,0.5438596491,0.4298245614,0.1842105263,0.0701754386,NA,8570,35,NA,NA
BHR,Bahrain,100,2427,0.8587268232,0.74,0.6462901055,0.8159530154,0.1696629098,0.64,0.49,0.22,0.12,NA,14820,77,NA,NA
KGZ,Kyrgyzstan,97,3163,0.8213199657,0.8144329897,0.7256389658,0.8792709662,0.1536320004,0.6082474227,0.6597938144,0.3711340206,0.1237113402,NA,990,20,NA,-0.91
NIC,Nicaragua,97,2385,0.875903953,0.6597938144,0.5610358669,0.7463773772,0.1853415103,0.4329896907,0.5257731959,0.1958762887,0.07216494845,NA,1650,10.6,NA,NA
ZWE,Zimbabwe,90,604,0.880647535,0.5333333333,0.4310218745,0.6329157504,0.2018938759,0.4111111111,0.3111111111,0.07777777778,0.03333333333,NA,680,15.7,NA,NA
AFG,Afghanistan,89,1668,0.8880580929,0.6516853933,0.5482931797,0.7425251718,0.1942319921,0.6179775281,0.3483146067,0.1235955056,0.08988764045,NA,570,5,NA,NA
QAT,Qatar,87,3141,0.9347634365,0.6551724138,0.5506477303,0.7465733883,0.195925658,0.5287356322,0.4367816092,0.1494252874,0.06896551724,NA,76010,86.2,47.81,NA
HND,Honduras,85,1591,0.8803933893,0.6823529412,0.577338198,0.7715979902,0.1942597922,0.5176470588,0.4705882353,0.1764705882,0.05882352941,NA,2070,15.9,NA,NA
CMR,Cameroon,61,336,0.8567525371,0.5409836066,0.4172404813,0.6598706771,0.2426301958,0.4098360656,0.4426229508,0.06557377049,0.03278688525,NA,1170,5,NA,NA
SDN,Sudan,61,388,0.8675004225,0.5901639344,0.4649979227,0.7046466257,0.239648703,0.3606557377,0.3442622951,0.1147540984,0.04918032787,NA,1450,19,NA,NA
OMN,Oman,59,569,0.8512704418,0.6610169492,0.5337247057,0.7686234631,0.2348987575,0.6101694915,0.2711864407,0.08474576271,0.01694915254,NA,19110,48,NA,NA
YEM,Yemen,56,639,0.8311256427,0.6071428571,0.476334028,0.7241958427,0.2478618147,0.5178571429,0.3214285714,0.1428571429,0.08928571429,NA,1270,53,NA,NA
MDG,Madagascar,55,1414,0.9371222837,0.6,0.4681279921,0.7188150277,0.2506870356,0.4363636364,0.4,0.1454545455,0.07272727273,NA,430,1.9,NA,NA
MDV,Maldives,52,957,0.858833695,0.6153846154,0.4795987372,0.7352953622,0.255696625,0.5384615385,0.3653846154,0.1923076923,0.07692307692,NA,5750,34,NA,NA
SEN,Senegal,51,1068,0.9368436513,0.4509803922,0.3226751855,0.5861529145,0.263477729,0.3137254902,0.3137254902,0.1568627451,0.05882352941,NA,1040,17.5,NA,NA
MNE,Montenegro,51,1877,0.8821544601,0.7254901961,0.5905334924,0.8288572477,0.2383237553,0.568627451,0.5294117647,0.1764705882,0.09803921569,NA,6940,40,NA,-1.24
NAM,Namibia,48,542,0.8347939729,0.5625,0.4227501742,0.6929873096,0.2702371354,0.4583333333,0.375,0.2291666667,0.0625,NA,5640,12,NA,NA
BWA,Botswana,45,182,0.7367521368,0.6666666667,0.5207048831,0.7864112507,0.2657063676,0.4888888889,0.3555555556,0.08888888889,0.04444444444,NA,7430,8,NA,NA
LBY,Libya,40,324,0.7945987654,0.575,0.4219506854,0.7149060744,0.292955389,0.55,0.3,0.05,0.025,NA,NA,14,38.19,NA
REU,Reunion,35,316,0.7439421338,0.6571428571,0.4915194951,0.7916830501,0.300163555,0.4,0.5714285714,0.2285714286,0.05714285714,NA,NA,NA,NA,NA
FJI,Fiji,33,698,0.8063731875,0.6666666667,0.4960789443,0.8024977232,0.3064187789,0.5757575758,0.4545454545,0.1515151515,0.1515151515,NA,4200,28,NA,NA
MOZ,Mozambique,32,267,0.8952481273,0.5,0.3363088287,0.6636911713,0.3273823426,0.4375,0.25,0.09375,0.03125,NA,510,4.3,NA,NA
JEY,Jersey,26,499,0.8380607369,0.8461538462,0.6646880067,0.9384996628,0.273811656,0.6538461538,0.5384615385,0.1923076923,0.1153846154,NA,NA,NA,NA,NA
IMN,Isle of Man,25,867,0.7375317186,0.84,0.6534637839,0.9359654854,0.2825017015,0.72,0.68,0.44,0.12,NA,NA,NA,NA,NA
PNG,Papua New Guinea,24,101,0.8873762376,0.375,0.2115936756,0.5729003756,0.3613067,0.2083333333,0.25,0.125,0,NA,1790,2,NA,NA
BLZ,Belize,24,117,0.8016381766,0.5416666667,0.3507486536,0.7210866627,0.3703380091,0.4166666667,0.375,0.125,0,NA,4180,18.7,NA,NA
CYM,Cayman Islands,24,809,0.8941594561,0.6666666667,0.4670631684,0.8202780967,0.3532149283,0.5,0.5,0.25,0.04166666667,NA,NA,69.5,NA,NA
MAC,Macao,23,117,0.7840951319,0.6086956522,0.4078552239,0.7784237721,0.3705685482,0.347826087,0.5217391304,0.1739130435,0,NA,55720,NA,NA,NA
RWA,Rwanda,22,98,0.8283858998,0.4545454545,0.2692029418,0.6534020468,0.384199105,0.3181818182,0.3181818182,0.1818181818,0.04545454545,NA,560,7,NA,-0.62
BRB,Barbados,22,105,0.7831168831,0.5,0.3072210627,0.6927789373,0.3855578745,0.4090909091,0.3636363636,0.1818181818,0,NA,NA,71.8,NA,NA
ATA,Antarctica,22,1532,0.8593045336,0.6818181818,0.4731859774,0.8363940682,0.3632080908,0.5454545455,0.5909090909,0.3636363636,0.1363636364,NA,NA,NA,NA,NA
BMU,Bermuda,22,888,0.8407043407,0.8181818182,0.6148339256,0.9269311542,0.3120972285,0.6363636364,0.5909090909,0.3636363636,0.1363636364,NA,106920,88.3,NA,NA
AGO,Angola,21,52,0.695970696,0.5714285714,0.3654655437,0.7553003107,0.3898347671,0.3333333333,0.4285714286,0.1428571429,0,NA,4580,14.8,NA,NA
CIV,Cote d'Ivoire,21,244,0.8965651835,0.5714285714,0.3654655437,0.7553003107,0.3898347671,0.380952381,0.380952381,0.09523809524,0.04761904762,NA,1220,2.2,NA,NA
GIB,Gibraltar,21,2821,0.9157509158,0.5714285714,0.3654655437,0.7553003107,0.3898347671,0.4761904762,0.4285714286,0.2857142857,0.1428571429,NA,NA,NA,NA,NA
SLB,Solomon Islands,19,287,0.6964973409,0.8421052632,0.6243452473,0.9447952836,0.3204500363,0.6842105263,0.7368421053,0.2631578947,0.1052631579,NA,1130,6,NA,NA
CUW,Curacao,18,605,0.827456382,0.7222222222,0.4912734344,0.8750024662,0.3837290318,0.5,0.3888888889,0.1666666667,0.05555555556,NA,NA,NA,NA,NA
TJK,Tajikistan,17,287,0.8141012503,0.5882352941,0.3600544264,0.7838894321,0.4238350057,0.5294117647,0.4117647059,0.2352941176,0,NA,860,13,NA,NA
BRN,Brunei Darussalam,16,443,0.9030756208,0.5625,0.331785564,0.7690134759,0.437227912,0.4375,0.4375,0.0625,0.0625,NA,NA,56,NA,NA
FRO,Faroe Islands,16,211,0.8166469194,0.625,0.3864104055,0.8151876744,0.428777269,0.625,0.3125,0.1875,0.1875,NA,NA,80.7,NA,NA
